id_servidor;fk_empresa;home_broker;timestamp;cpu_percent;cpu_freq_current;cpu_time_idle;ram_total_gb;ram_available_gb;ram_used_gb;ram_percent;swap_percent;swap_used_gb;swap_free_gb;disk_percent;disco_taxa_transferencia;latencia_resposta_ms;net_bytes_sent_gb;net_bytes_recv_gb;total_processos;processo_maior_consumo;metodo;endpoint;status_code;latencia_ms;jitter_ms;packet_loss_percent;upload_mbps;download_mbps
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;POST;/api/orders/validate;200;3000;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;POST;/api/deposits;504;4200;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;POST;/api/orders/buy;500;210;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;GET;/api/portfolio;200;3400;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;POST;/api/orders/sell;501;250;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;POST;/api/b3/orders;504;3500;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;GET;/api/trades;200;95;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:25;3.5;1681.16;91.5;13.34;3.79;9.55;71.6;5.8;0.12;1.88;66.2;0.86;6.52;193.85;326.99;629;chrome (PID: 16347) - 122.4%;GET;/api/quotes/PETR4;502;400;6.87;0.0;0.0237;0.0141
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;GET;/api/portfolio;200;3400;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;GET;/api/trades;200;95;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;GET;/api/trades;200;95;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;POST;/api/risk/check;503;130;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;GET;/api/portfolio;200;3400;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;GET;/api/account/balance;200;45;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;POST;/api/orders/sell;501;250;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;POST;/api/auth/refresh-token;502;500;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;POST;/api/deposits;504;4200;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:38;3.5;1282.66;96.3;13.34;3.78;9.55;71.6;5.8;0.12;1.88;66.2;3.12;19.67;193.92;327.01;629;chrome (PID: 16347) - 32.4%;POST;/api/deposits;504;4200;40.03;0.0;0.0;0.0
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;POST;/api/orders/sell;501;250;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;POST;/api/risk/check;503;130;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;GET;/api/market/orderbook/PETR4;500;5000;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;GET;/api/portfolio/performance;504;850;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;DELETE;/api/orders/cancel;504;160;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;GET;/api/portfolio/performance;504;850;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;POST;/api/auth/logout;500;3200;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;GET;/api/b3/session-status;503;85;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;GET;/api/trades/summary;200;950;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:07:51;9.4;1579.81;95.3;13.34;3.86;9.48;71.1;5.8;0.12;1.88;66.2;0.68;4.94;194.36;327.35;643;python3 (PID: 26902) - 22.1%;POST;/api/risk/check;503;130;4.18;0.0;0.056;0.0089
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/orders/validate;200;3000;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/auth/login;503;800;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/auth/login;503;800;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;GET;/api/portfolio;200;3400;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/auth/logout;500;3200;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;GET;/api/quotes/PETR4;502;400;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/orders/validate;200;3000;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/orders/validate;200;3000;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/auth/logout;500;3200;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:04;7.1;1893.83;93.8;13.34;3.9;9.44;70.8;5.8;0.12;1.88;66.2;0.01;5.77;194.68;328.41;643;chrome (PID: 16347) - 55.7%;POST;/api/deposits;504;4200;2.79;0.0;0.0073;0.0091
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/orders/sell;501;250;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;GET;/api/market/news;200;90;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;GET;/api/trades;200;95;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;GET;/api/market/news;200;90;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/orders/buy;500;210;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/auth/2fa/verify;503;900;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/deposits;504;4200;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;GET;/api/quotes/VALE3;500;32;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/orders/validate;200;3000;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:16;5.7;1433.37;93.9;13.34;3.88;9.46;70.9;5.8;0.12;1.88;66.2;0.19;6.26;194.82;328.49;643;chrome (PID: 16347) - 69.7%;POST;/api/b3/orders;504;3500;2.9;0.0;0.0546;0.0057
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/auth/refresh-token;502;500;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;GET;/api/b3/session-status;503;85;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;GET;/api/b3/session-status;503;85;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/order-preview;422;800;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;GET;/api/portfolio;200;3400;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;GET;/api/trades;200;95;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/order-preview;422;800;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/orders/buy;500;210;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/orders/buy;500;210;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:29;2.3;1520.39;94.8;13.34;3.71;9.62;72.2;5.8;0.12;1.88;66.2;35.01;6.58;194.93;328.52;643;chrome (PID: 16347) - 25.6%;POST;/api/order-preview;422;800;7.8;0.0;0.0018;0.0
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;GET;/api/b3/session-status;503;85;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;POST;/api/orders/buy;500;210;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;GET;/api/account/balance;200;45;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;GET;/api/trades;200;95;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;POST;/api/b3/orders;504;3500;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;POST;/api/order-preview;422;800;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;GET;/api/b3/session-status;503;85;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;POST;/api/orders/buy;500;210;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;GET;/api/market/orderbook/PETR4;500;5000;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:42;2.3;1186.37;96.4;13.34;3.74;9.6;72.0;7.1;0.14;1.86;66.2;0.0;4.21;195.1;328.59;645;python3 (PID: 26902) - 29.9%;POST;/api/orders/sell;501;250;1.52;0.0;0.004;0.0024
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/orders/validate;200;3000;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/auth/refresh-token;502;500;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/risk/check;503;130;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/b3/orders;504;3500;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/deposits;504;4200;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/orders/buy;500;210;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/deposits;504;4200;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/auth/logout;500;3200;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;GET;/api/trades;200;95;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:08:55;1.7;1338.3;98.8;13.34;4.09;9.25;69.3;7.1;0.14;1.86;66.2;0.75;7.72;195.15;328.6;645;python3 (PID: 26902) - 29.8%;POST;/api/orders/sell;501;250;11.03;0.0;0.0019;0.0001
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;GET;/api/account/balance;200;45;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;POST;/api/risk/check;503;130;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;GET;/api/portfolio;200;3400;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;POST;/api/orders/buy;500;210;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;GET;/api/account/balance;200;45;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;POST;/api/auth/2fa/verify;503;900;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;GET;/api/b3/session-status;503;85;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;POST;/api/b3/orders;504;3500;0.81;0.0;0.0051;0.0011
4;2;luiz;20-05-2026 11:09:07;0.8;1289.09;98.5;13.34;4.11;9.23;69.2;7.1;0.14;1.86;66.2;0.0;4.12;195.19;328.63;645;python3 (PID: 26902) - 22.2%;POST;/api/order-preview;422;800;0.81;0.0;0.0051;0.0011
