fk_empresa;id_servidor;home_broker;timestamp;metodo;endpoint;status_code;latencia_ms;jitter_ms;packet_loss_percent;upload_mbps;download_mbps;categoria
2;3;SRV-DTIC-PROD;20-05-2026 20:31:18;GET;/api/b3/session-status;504;600;4.0;0.0;0.2953;11.8711;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:31:18;POST;/api/order-preview;503;800;4.0;0.0;0.2953;11.8711;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:18;POST;/api/deposits;504;2600;4.0;0.0;0.2953;11.8711;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/b3/orders;502;400;9.0;0.0;0.3114;11.8514;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/order-preview;503;800;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/order-preview;503;800;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/risk/check;500;130;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/auth/login;200;1200;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;GET;/api/portfolio/performance;200;2800;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/deposits;504;2600;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;GET;/api/b3/session-status;504;600;9.0;0.0;0.3114;11.8514;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;GET;/api/trades/summary;200;3100;9.0;0.0;0.3114;11.8514;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:37;POST;/api/b3/orders;502;400;9.0;0.0;0.3114;11.8514;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/risk/check;500;130;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;DELETE;/api/orders/cancel;503;1000;6.25;0.0;0.3164;11.8155;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;GET;/api/trades/summary;200;3100;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;DELETE;/api/orders/cancel;503;1000;6.25;0.0;0.3164;11.8155;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/risk/check;500;130;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/deposits;504;2600;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/order-preview;503;800;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/auth/refresh-token;502;60;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;GET;/api/portfolio/performance;200;2800;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:31:55;POST;/api/order-preview;503;800;6.25;0.0;0.3164;11.8155;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;GET;/api/portfolio/performance;200;2800;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/orders/buy;201;1300;9.75;0.0;0.2983;11.7915;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/risk/check;500;130;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/risk/check;500;130;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/risk/check;500;130;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;DELETE;/api/orders/cancel;503;1000;9.75;0.0;0.2983;11.7915;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/deposits;504;2600;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;GET;/api/quotes/VALE3;200;2500;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;GET;/api/trades/summary;200;3100;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:10;POST;/api/auth/login;200;1200;9.75;0.0;0.2983;11.7915;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/b3/session-status;504;600;1.75;0.0;0.2995;11.8582;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;POST;/api/deposits;504;2600;1.75;0.0;0.2995;11.8582;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/market/orderbook/PETR4;504;3200;1.75;0.0;0.2995;11.8582;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;POST;/api/orders/sell;500;5000;1.75;0.0;0.2995;11.8582;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/portfolio;500;1900;1.75;0.0;0.2995;11.8582;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/trades/summary;200;3100;1.75;0.0;0.2995;11.8582;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/market/orderbook/PETR4;504;3200;1.75;0.0;0.2995;11.8582;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/b3/session-status;504;600;1.75;0.0;0.2995;11.8582;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;POST;/api/deposits;504;2600;1.75;0.0;0.2995;11.8582;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:26;GET;/api/market/news;200;700;1.75;0.0;0.2995;11.8582;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/portfolio;500;1900;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/account/balance;200;45;24.5;0.0;0.3009;11.8369;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/b3/session-status;504;600;24.5;0.0;0.3009;11.8369;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/portfolio/performance;200;2800;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/quotes/PETR4;502;3000;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;POST;/api/deposits;504;2600;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;POST;/api/deposits;504;2600;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;GET;/api/quotes/PETR4;502;3000;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;POST;/api/orders/validate;504;170;24.5;0.0;0.3009;11.8369;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:32:44;POST;/api/deposits;504;2600;24.5;0.0;0.3009;11.8369;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;GET;/api/portfolio;500;1900;5.5;0.0;0.3067;11.8259;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;POST;/api/orders/validate;504;170;5.5;0.0;0.3067;11.8259;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;POST;/api/orders/validate;504;170;5.5;0.0;0.3067;11.8259;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;POST;/api/risk/check;500;130;5.5;0.0;0.3067;11.8259;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;GET;/api/market/news;200;700;5.5;0.0;0.3067;11.8259;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;POST;/api/deposits;504;2600;5.5;0.0;0.3067;11.8259;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;POST;/api/orders/buy;201;1300;5.5;0.0;0.3067;11.8259;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;GET;/api/b3/session-status;504;600;5.5;0.0;0.3067;11.8259;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;GET;/api/trades;500;2400;5.5;0.0;0.3067;11.8259;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:00;GET;/api/b3/session-status;504;600;5.5;0.0;0.3067;11.8259;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;GET;/api/market/orderbook/PETR4;504;3200;6.0;0.0;0.3097;11.883;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;GET;/api/b3/session-status;504;600;6.0;0.0;0.3097;11.883;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;GET;/api/b3/session-status;504;600;6.0;0.0;0.3097;11.883;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;POST;/api/order-preview;503;800;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;GET;/api/quotes/VALE3;200;2500;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;POST;/api/risk/check;500;130;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;POST;/api/auth/logout;500;1800;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;GET;/api/portfolio;500;1900;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;POST;/api/deposits;504;2600;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:15;POST;/api/auth/logout;500;1800;6.0;0.0;0.3097;11.883;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/auth/2fa/verify;503;900;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;GET;/api/b3/session-status;504;600;17.25;0.0;0.2957;11.7797;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/deposits;504;2600;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/b3/orders;502;400;17.25;0.0;0.2957;11.7797;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;GET;/api/quotes/VALE3;200;2500;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/risk/check;500;130;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;GET;/api/quotes/VALE3;200;2500;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;GET;/api/quotes/VALE3;200;2500;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/deposits;504;2600;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:31;POST;/api/deposits;504;2600;17.25;0.0;0.2957;11.7797;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;POST;/api/risk/check;500;130;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/portfolio;500;1900;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/portfolio/performance;200;2800;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/trades/summary;200;3100;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;POST;/api/b3/orders;502;400;5.25;0.0;0.3019;11.785;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/portfolio/performance;200;2800;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;POST;/api/orders/validate;504;170;5.25;0.0;0.3019;11.785;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;POST;/api/risk/check;500;130;5.25;0.0;0.3019;11.785;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/account/balance;200;45;5.25;0.0;0.3019;11.785;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:33:47;GET;/api/b3/session-status;504;600;5.25;0.0;0.3019;11.785;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;GET;/api/portfolio;500;1900;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;POST;/api/order-preview;503;800;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;GET;/api/trades;500;2400;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;POST;/api/auth/login;200;1200;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;GET;/api/trades;500;2400;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;GET;/api/trades/summary;200;3100;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;POST;/api/order-preview;503;800;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;POST;/api/deposits;504;2600;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;POST;/api/auth/2fa/verify;503;900;10.0;0.0;0.2978;11.8355;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:02;GET;/api/market/orderbook/PETR4;504;3200;10.0;0.0;0.2978;11.8355;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;GET;/api/quotes/PETR4;502;3000;2.75;0.0;0.3038;11.841;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;POST;/api/auth/2fa/verify;503;900;2.75;0.0;0.3038;11.841;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;POST;/api/orders/buy;201;1300;2.75;0.0;0.3038;11.841;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;POST;/api/risk/check;500;130;2.75;0.0;0.3038;11.841;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;DELETE;/api/orders/cancel;503;1000;2.75;0.0;0.3038;11.841;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;GET;/api/account/balance;200;45;2.75;0.0;0.3038;11.841;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;DELETE;/api/orders/cancel;503;1000;2.75;0.0;0.3038;11.841;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;POST;/api/deposits;504;2600;2.75;0.0;0.3038;11.841;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;POST;/api/orders/validate;504;170;2.75;0.0;0.3038;11.841;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:18;GET;/api/quotes/VALE3;200;2500;2.75;0.0;0.3038;11.841;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/portfolio;500;1900;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;POST;/api/auth/login;200;1200;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;POST;/api/orders/validate;504;170;16.0;0.0;0.3773;11.8379;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/account/balance;200;45;16.0;0.0;0.3773;11.8379;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/trades;500;2400;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/portfolio;500;1900;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/trades;500;2400;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/trades/summary;200;3100;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;POST;/api/order-preview;503;800;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:34;GET;/api/trades/summary;200;3100;16.0;0.0;0.3773;11.8379;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/portfolio;500;1900;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;POST;/api/auth/login;200;1200;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/quotes/VALE3;200;2500;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/trades/summary;200;3100;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/trades;500;2400;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/market/orderbook/PETR4;504;3200;19.75;0.0;0.3105;11.7885;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;POST;/api/orders/buy;201;1300;19.75;0.0;0.3105;11.7885;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/portfolio/performance;200;2800;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/quotes/VALE3;200;2500;19.75;0.0;0.3105;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:34:53;GET;/api/market/orderbook/PETR4;504;3200;19.75;0.0;0.3105;11.7885;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;GET;/api/market/orderbook/PETR4;504;3200;2.5;0.0;0.3131;11.7885;mercado
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/orders/validate;504;170;2.5;0.0;0.3131;11.7885;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/deposits;504;2600;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;GET;/api/trades;500;2400;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;GET;/api/trades/summary;200;3100;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/deposits;504;2600;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/deposits;504;2600;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/risk/check;500;130;2.5;0.0;0.3131;11.7885;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;POST;/api/orders/validate;504;170;2.5;0.0;0.3131;11.7885;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:09;GET;/api/b3/session-status;504;600;2.5;0.0;0.3131;11.7885;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/orders/validate;504;170;2.75;0.0;0.2993;11.8108;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/orders/sell;500;5000;2.75;0.0;0.2993;11.8108;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/risk/check;500;130;2.75;0.0;0.2993;11.8108;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/auth/2fa/verify;503;900;2.75;0.0;0.2993;11.8108;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/order-preview;503;800;2.75;0.0;0.2993;11.8108;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/orders/buy;201;1300;2.75;0.0;0.2993;11.8108;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/risk/check;500;130;2.75;0.0;0.2993;11.8108;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;GET;/api/b3/session-status;504;600;2.75;0.0;0.2993;11.8108;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;POST;/api/order-preview;503;800;2.75;0.0;0.2993;11.8108;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:25;GET;/api/b3/session-status;504;600;2.75;0.0;0.2993;11.8108;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/deposits;504;2600;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/risk/check;500;130;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/orders/sell;500;5000;2.0;0.0;0.3027;11.7879;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/risk/check;500;130;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;GET;/api/account/balance;200;45;2.0;0.0;0.3027;11.7879;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/order-preview;503;800;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;GET;/api/b3/session-status;504;600;2.0;0.0;0.3027;11.7879;b3
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;GET;/api/trades/summary;200;3100;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;GET;/api/account/balance;200;45;2.0;0.0;0.3027;11.7879;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:35:40;POST;/api/order-preview;503;800;2.0;0.0;0.3027;11.7879;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;POST;/api/auth/login;200;1200;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;GET;/api/trades;500;2400;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;POST;/api/auth/2fa/verify;503;900;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;GET;/api/portfolio;500;1900;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;DELETE;/api/orders/cancel;503;1000;16.0;0.0;0.304;11.7786;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;DELETE;/api/orders/cancel;503;1000;16.0;0.0;0.304;11.7786;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;POST;/api/deposits;504;2600;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;POST;/api/auth/2fa/verify;503;900;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;POST;/api/deposits;504;2600;16.0;0.0;0.304;11.7786;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:35:56;DELETE;/api/orders/cancel;503;1000;16.0;0.0;0.304;11.7786;ordens
2;3;SRV-DTIC-PROD;20-05-2026 20:36:11;GET;/api/portfolio;500;1900;10.25;0.0;0.4352;11.8406;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:36:11;POST;/api/order-preview;503;800;10.25;0.0;0.4352;11.8406;trades
2;3;SRV-DTIC-PROD;20-05-2026 20:36:11;GET;/api/account/balance;200;45;10.25;0.0;0.4352;11.8406;financeiro
2;3;SRV-DTIC-PROD;20-05-2026 20:36:11;GET;/api/account/balance;200;45;10.25;0.0;0.4352;11.8406;financeiro
