id_servidor;fk_empresa;home_broker;cpu_percent;ram_total_gb;ram_used_gb;disk_percent;ram_percent;timestamp
3;2;SRV-DTIC-PROD;64.3;15.93;15.4;73.5;96.7;2026-05-20 20:32:44
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;58.9;15.93;15.26;73.5;95.7;2026-05-20 20:33:00
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;52.9;15.93;15.32;73.5;96.2;2026-05-20 20:33:15
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;60.1;15.93;15.14;73.5;95.0;2026-05-20 20:33:31
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;43.2;15.93;15.07;73.6;94.6;2026-05-20 20:33:47
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;52.0;15.93;15.03;73.6;94.3;2026-05-20 20:34:02
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;64.3;15.93;14.92;73.6;93.6;2026-05-20 20:34:18
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.0;15.93;15.1;73.6;94.7;2026-05-20 20:34:34
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;82.4;15.93;14.96;73.6;93.9;2026-05-20 20:34:53
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;62.5;15.93;14.97;73.6;94.0;2026-05-20 20:35:09
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;53.6;15.93;14.96;73.6;93.9;2026-05-20 20:35:25
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;50.8;15.93;14.92;73.6;93.6;2026-05-20 20:35:40
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;66.9;15.93;15.3;73.6;96.0;2026-05-20 20:35:56
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;86.4;15.93;14.69;73.7;92.2;2026-05-20 20:36:11
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;40.1;15.93;15.07;73.7;94.6;2026-05-20 20:36:27
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;43.4;15.93;14.99;73.7;94.1;2026-05-20 20:36:43
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;65.0;15.93;15.0;73.7;94.1;2026-05-20 20:36:58
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;77.4;15.93;15.07;73.8;94.6;2026-05-20 20:37:14
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.8;15.93;15.1;73.8;94.8;2026-05-20 20:37:31
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;81.3;15.93;15.13;73.8;95.0;2026-05-20 20:37:48
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
3;2;SRV-DTIC-PROD;91.7;15.93;15.16;73.8;95.1;2026-05-20 20:38:05
